name,type,ownership,city,state,aka,slug
Apollo ARTS and Science College,affiliated_college,private_unaided,Kanchipuram,Tamil Nadu,1-46272590925,apollo-arts-and-science-college
Mahendra ARTS and Science College,affiliated_college,private_unaided,Namakkal,Tamil Nadu,1-46273457850,mahendra-arts-and-science-college
SRI Vinayaga College of ARTS and Science,affiliated_college,private_unaided,Viluppuram,Tamil Nadu,1-46273457933,sri-vinayaga-college-of-arts-and-science
Wavoo Wajeeha Women'S College of ARTS and Science,affiliated_college,private_unaided,Thoothukudi,Tamil Nadu,1-46273005747,wavoo-wajeeha-women-s-college-of-arts-and-science
Rathinam College of Liberal ARTS and Science at TIPS Global,affiliated_college,private_unaided,Coimbatore,Tamil Nadu,1-46273234501,rathinam-college-of-liberal-arts-and-science-at-tips-global
PPG Institute of Technology,affiliated_college,private_unaided,Coimbatore,Tamil Nadu,1-46269556353,ppg-institute-of-technology
ARM College of Engineering and Technology,affiliated_college,private_unaided,Kanchipuram,Tamil Nadu,1-46269556616,arm-college-of-engineering-and-technology
Annamalai University,affiliated_college,government,Cuddalore,Tamil Nadu,1-46269697081,annamalai-university
Bhajarang Engineering College,affiliated_college,private_unaided,Thiruvallur,Tamil Nadu,1-46269719205,bhajarang-engineering-college
PSG College of ARTS and Science,affiliated_college,government_aided,Coimbatore,Tamil Nadu,1-46272905381,psg-college-of-arts-and-science-1-46272905381
Emerald Heights College for Women,affiliated_college,government_aided,Nilgiris,Tamil Nadu,1-46273234973,emerald-heights-college-for-women
J.J. College of Engineering and Technology,affiliated_college,private_unaided,Tiruchirappalli,Tamil Nadu,1-46269572537,j-j-college-of-engineering-and-technology
JR College of Engineering and Technology,deemed_university,trust_society,Viluppuram,Tamil Nadu,1-46270102868,jr-college-of-engineering-and-technology
ES ARTS and Science College COED,affiliated_college,private_unaided,Viluppuram,Tamil Nadu,1-46270102990,es-arts-and-science-college-coed
Sathya College of ARTS and Science,affiliated_college,private_unaided,Vellore,Tamil Nadu,1-46272529941,sathya-college-of-arts-and-science
Rathnavel Subramaniam College of ARTS and Science,affiliated_college,private_unaided,Coimbatore,Tamil Nadu,1-46273006559,rathnavel-subramaniam-college-of-arts-and-science
SONA College of ARTS and Science,affiliated_college,private_unaided,Salem,Tamil Nadu,1-46270133523,sona-college-of-arts-and-science
Geetha Jeevan ARTS and Science College,affiliated_college,private_unaided,Thoothukudi,Tamil Nadu,1-46273006848,geetha-jeevan-arts-and-science-college
Mepco Schlenk Engineering College,affiliated_college,private_unaided,Virudhunagar,Tamil Nadu,1-46269420291,mepco-schlenk-engineering-college
Gnanamani College of Technology,affiliated_college,private_unaided,Namakkal,Tamil Nadu,1-46269430642,gnanamani-college-of-technology
Institute of Fisheries Biotechnology Tamil NADU Dr.J.Jayalalitha Fisheries University,state_university,government,Kanchipuram,Tamil Nadu,1-46269742405,institute-of-fisheries-biotechnology-tamil-nadu-dr-j-jayalalitha-fisheries-university
