name,type,ownership,city,state,aka,slug
Alwardas Degree & PG College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46281110594,alwardas-degree-pg-college
B.H.H. Degree College for Women,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46281928150,b-h-h-degree-college-for-women
Dr Samala Ramaiah Janakamma Degree College,affiliated_college,government_aided,Nellore,Andhra Pradesh,1-46282453508,dr-samala-ramaiah-janakamma-degree-college
Jagans Degree and PG College,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46282853244,jagans-degree-and-pg-college
SRI Rachapudy Nagabhushanam Degree and PG College,affiliated_college,private_unaided,YSR District,Andhra Pradesh,1-46281928468,sri-rachapudy-nagabhushanam-degree-and-pg-college
P.N.C. and KR Degree College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46282213386,p-n-c-and-kr-degree-college
Gckvn Degree College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46282787629,gckvn-degree-college
N B K R Science and ARTS College,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46282213739,n-b-k-r-science-and-arts-college
Prabhas Degree College,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46282566246,prabhas-degree-college
Kuppam Degree College,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46282788059,kuppam-degree-college
Vagdevi Degree College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46282788173,vagdevi-degree-college
Vyshnavi Degree College,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46280996960,vyshnavi-degree-college
YRL College of ARTS Science and Technology,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46281429677,yrl-college-of-arts-science-and-technology
A.K.V.K Degree College,affiliated_college,private_unaided,Prakasam,Andhra Pradesh,1-46281928888,a-k-v-k-degree-college
Sanjeev College of ARTS and Science,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46282328161,sanjeev-college-of-arts-and-science
Osmania College,affiliated_college,government_aided,Kurnool,Andhra Pradesh,1-46282670349,osmania-college
THE Adoni ARTS and Science College,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46282670373,the-adoni-arts-and-science-college
Krishnaveni Degree College for Women,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46282788623,krishnaveni-degree-college-for-women
Krishna Chaitanya Degree and PG College,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46281855318,krishna-chaitanya-degree-and-pg-college
P.V.R.Trust Degree College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46282566640,p-v-r-trust-degree-college
Samhitha Degree College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46282670509,samhitha-degree-college
SRI SAI Krishna SMT. Theresa ARTS and Science Degree College,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46282788906,sri-sai-krishna-smt-theresa-arts-and-science-degree-college
Prism Degree College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46281057602,prism-degree-college
Alwar Degree College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46281313767,alwar-degree-college
S.V.Vs.D Degree College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46282214464,s-v-vs-d-degree-college
Master Minds Degree College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46281556528,master-minds-degree-college
Rajiv Gandhi Institute of Management and Science,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46280939897,rajiv-gandhi-institute-of-management-and-science
Sreepaada Degree College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46281058209,sreepaada-degree-college
Seicom Degree College,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46282507267,seicom-degree-college
SRI SAI Krishna Degree College,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46282787477,sri-sai-krishna-degree-college
St Josephs Degree College,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46282617903,st-josephs-degree-college
SSN Degree College,affiliated_college,private_unaided,Prakasam,Andhra Pradesh,1-46281172907,ssn-degree-college
Gitam Degree College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46282393565,gitam-degree-college
St.Josephs College for Women,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46282618590,st-josephs-college-for-women
P M N Degree College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46282740282,p-m-n-degree-college
SRI Satya SAI Degree College,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46281109312,sri-satya-sai-degree-college
Mangalakara Degree College,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46282266052,mangalakara-degree-college
Sanjeevani Degree College,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46277833263,sanjeevani-degree-college
Aditya BA & KR Degree & PG College,affiliated_college,private_unaided,Prakasam,Andhra Pradesh,1-46282159876,aditya-ba-kr-degree-pg-college
St Josephs College for Women Autonomous,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46270134065,st-josephs-college-for-women-autonomous
International School of Technology and Sciences for Women,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46269440306,international-school-of-technology-and-sciences-for-women
Vijayam Institute of Technology,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46269615409,vijayam-institute-of-technology
Alwar College of Engineering,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46269874628,alwar-college-of-engineering
Shree Velagapudi Ramakrishna Memorial College Nagaram,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46272697380,shree-velagapudi-ramakrishna-memorial-college-nagaram
B.R. Institute of Technology and Management Sciences,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46269615906,b-r-institute-of-technology-and-management-sciences
Rajah R.S.R.K Ranga RAO College,affiliated_college,private_unaided,Vizianagaram,Andhra Pradesh,1-46273458618,rajah-r-s-r-k-ranga-rao-college-1-46273458618
AKRG Degree College,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46273179939,akrg-degree-college
Central Tribal University of Andhra Pradesh,central_university,government,Vizianagaram,Andhra Pradesh,1-46270029827,central-tribal-university-of-andhra-pradesh
Swamy Vivekananda Degree PG College,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46273287103,swamy-vivekananda-degree-pg-college
Srinivasa Degree PG College,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46273180547,srinivasa-degree-pg-college
Santhiram Engineering College,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46269476681,santhiram-engineering-college
K.S.R.M. College of Engineering,affiliated_college,private_unaided,YSR District,Andhra Pradesh,1-46269491513,k-s-r-m-college-of-engineering
Behara College of Engineering and Technology,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46269790277,behara-college-of-engineering-and-technology
Rao'S Degree College,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46269900516,rao-s-degree-college
S.V. College of Engineering,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46270030849,s-v-college-of-engineering
Kakinada Institute of Engineering & Technology-Ii,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46269492511,kakinada-institute-of-engineering-technology-ii
Priyadarshini Institute of Technology & Science for Women,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46269492820,priyadarshini-institute-of-technology-science-for-women
Priyadarshni Institute of Technology & Manegement,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46269511803,priyadarshni-institute-of-technology-manegement
"Aditya Degree College, Gudivada",affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46272475909,aditya-degree-college-gudivada
Aditya Degree College,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46272590304,aditya-degree-college-1-46272590304
SRI GCSR Degree College,affiliated_college,private_unaided,Vizianagaram,Andhra Pradesh,1-46270242704,sri-gcsr-degree-college
PVKK Degree and PG College,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46272698943,pvkk-degree-and-pg-college
Vignan Degree College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46272699200,vignan-degree-college-1-46272699200
Potti Sriramulu Chalavadi Mallikarjuna RAO College of Engineering and Technology,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46269512070,potti-sriramulu-chalavadi-mallikarjuna-rao-college-of-engineering-and-technology
MVR College of Engineering and Technology,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46269512426,mvr-college-of-engineering-and-technology
Narayana Engineering College,affiliated_college,private_unaided,Nellore,Andhra Pradesh,1-46269527454,narayana-engineering-college-1-46269527454
SREE RAMA Engineering College,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46269527987,sree-rama-engineering-college
Chiranjeevi Reddy Institute of Engineering and Technology for Women,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46269529197,chiranjeevi-reddy-institute-of-engineering-and-technology-for-women
SALN College of Engineering and Management,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46269695492,saln-college-of-engineering-and-management
Vyshnavi Institute of Management Sciences,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46269841208,vyshnavi-institute-of-management-sciences
Krishnaveni PG College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46269932973,krishnaveni-pg-college
Adusumilli Gopalakrishnaiah and Sugarcane Growers Siddhartha Degree College of ARTS and Science,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46272856562,adusumilli-gopalakrishnaiah-and-sugarcane-growers-siddhartha-degree-college-of-arts-and-science
Sapthagiri Degree PG College,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46273336657,sapthagiri-degree-pg-college
Akula Sreeramulu College of Engineering,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46269696193,akula-sreeramulu-college-of-engineering
SRI SAI Degree College,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46273234762,sri-sai-degree-college-1-46273234762
Siddharth Institute of Engineering & Technology,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46269392354,siddharth-institute-of-engineering-technology
Akshara Institute of Management and Technology,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46269571492,akshara-institute-of-management-and-technology
Kakinada Institute of Technology and Science,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46269571597,kakinada-institute-of-technology-and-science
A.S.N Degree College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46269842481,a-s-n-degree-college
KITS Akshar Institute of Technology,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-46269405568,kits-akshar-institute-of-technology
Ashoka Womens Engineering College,affiliated_college,private_unaided,Kurnool,Andhra Pradesh,1-46269966976,ashoka-womens-engineering-college
Spaces Degree College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46270170521,spaces-degree-college
BRR GKR Chambers Degree College,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46272642597,brr-gkr-chambers-degree-college
SRI Krishnaveni Degree Kalasala,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46273285526,sri-krishnaveni-degree-kalasala
Kakinada Institute of Engineering & Technology for Women,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46269420024,kakinada-institute-of-engineering-technology-for-women
Swarnandhra College of Engineering & Technology,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46269592349,swarnandhra-college-of-engineering-technology
International School of Technology and Sciences,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46270000085,international-school-of-technology-and-sciences
Pragathi Degree College Tanuku,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-47311763453,pragathi-degree-college-tanuku
CR Reddy Degree College,affiliated_college,private_unaided,YSR District,Andhra Pradesh,1-47061083043,cr-reddy-degree-college
SRI Subbaraya and Narayana College,affiliated_college,government_aided,Guntur,Andhra Pradesh,1-47066778593,sri-subbaraya-and-narayana-college
BLUE MOON Degree College,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-47428088383,blue-moon-degree-college
PRSM National College,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-47202779219,prsm-national-college
KAHL Degree College,affiliated_college,private_unaided,WEST Godavari,Andhra Pradesh,1-46283393697,kahl-degree-college
P.N.C.A Degree College,affiliated_college,private_unaided,Prakasam,Andhra Pradesh,1-47287027733,p-n-c-a-degree-college
Deepthi Degree College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-47434023273,deepthi-degree-college
KASU Brahmanada Reddy Degree College,affiliated_college,private_unaided,Guntur,Andhra Pradesh,1-47309403197,kasu-brahmanada-reddy-degree-college
Insight Institute of Management and Technology,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-47372362073,insight-institute-of-management-and-technology
Gates Aditya Degree College,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-47432314593,gates-aditya-degree-college
Jawahar Bharati Degree College,affiliated_college,government_aided,Nellore,Andhra Pradesh,1-47375591033,jawahar-bharati-degree-college
Visakha Govt Degree College for Women,affiliated_college,government,Visakhapatnam,Andhra Pradesh,1-46283239709,visakha-govt-degree-college-for-women
SRI Durga Malleswara Siddhartha Mahila Kalasala,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46272477070,sri-durga-malleswara-siddhartha-mahila-kalasala
Gokul Group of Institutions,affiliated_college,private_unaided,Vizianagaram,Andhra Pradesh,1-46210874230,gokul-group-of-institutions
V V R Kanaka Mahalakshmi Degree College,affiliated_college,private_unaided,Vishakhapatnam,Andhra Pradesh,1-46282739370,v-v-r-kanaka-mahalakshmi-degree-college
Audisankara (Deemed to BE University),deemed_university,trust_society,Nellore,Andhra Pradesh,1-46227401337,audisankara-deemed-to-be-university
Godavari Global University,private_university,private_unaided,EAST Godavari,Andhra Pradesh,1-47426079304,godavari-global-university
Malla Reddy Mr Deemed to BE University OFF Campus Tirupati,deemed_university,trust_society,Tirupati,Andhra Pradesh,1-47389884323,malla-reddy-mr-deemed-to-be-university-off-campus-tirupati
S.C.I.M Govt. College,affiliated_college,government,WEST Godavari,Andhra Pradesh,1-46283272860,s-c-i-m-govt-college
SRI Vivekananda Degree College,affiliated_college,private_unaided,Anantapur,Andhra Pradesh,1-46283540523,sri-vivekananda-degree-college-1-46283540523
M.V.R Degree College,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46269965670,m-v-r-degree-college
Chaitanya Degree and PG College for Women,affiliated_college,private_unaided,Visakhapatnam,Andhra Pradesh,1-46283019184,chaitanya-degree-and-pg-college-for-women
Archana Polytechnic College,affiliated_college,private_unaided,Y.S.R. Kadapa,Andhra Pradesh,1-47428825517,archana-polytechnic-college
Aditya Degree College,affiliated_college,private_unaided,Krishna,Andhra Pradesh,1-46271450882,aditya-degree-college-1-46271450882
SRI VANI Degree College Palamaner,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46283434988,sri-vani-degree-college-palamaner
Satya Degree & PG College,affiliated_college,private_unaided,Vizianagaram,Andhra Pradesh,1-46283792618,satya-degree-pg-college
SRR CVR Govt. Degree College,affiliated_college,government,Krishna,Andhra Pradesh,1-47453936028,srr-cvr-govt-degree-college
SRI Nagarjuna Degree College,affiliated_college,private_unaided,Prakasam,Andhra Pradesh,1-46283652524,sri-nagarjuna-degree-college
Siddi Degree College,affiliated_college,private_unaided,EAST Godavari,Andhra Pradesh,1-46656313477,siddi-degree-college
Seshachala Venkata Subbaiah Degree College,affiliated_college,private_unaided,Chittoor,Andhra Pradesh,1-46656313881,seshachala-venkata-subbaiah-degree-college
Government Polytechnic College Roing,affiliated_college,government,Dibang Valley,Arunachal Pradesh,1-46219597742,government-polytechnic-college-roing
C P Namchoom Government Polytechnic College Namsai,affiliated_college,government,Lohit,Arunachal Pradesh,1-46217708519,c-p-namchoom-government-polytechnic-college-namsai
"Government Polytechnic College, Pasighat",affiliated_college,government,EAST Siang,Arunachal Pradesh,1-46219621369,government-polytechnic-college-pasighat
Rajiv Gandhi Government Polytechnic College (Rggpc),affiliated_college,government,Papum PARE,Arunachal Pradesh,1-46219645956,rajiv-gandhi-government-polytechnic-college-rggpc
Government Polytechnic College Dirang,affiliated_college,government,WEST Kameng,Arunachal Pradesh,1-46222232725,government-polytechnic-college-dirang
"Department of Computer Science and Engineering, Rajiv Gandhi University, Itanagar",central_university,government,Papum PARE,Arunachal Pradesh,1-46211045454,department-of-computer-science-and-engineering-rajiv-gandhi-university-itanagar
North Eastern Regional Institute of Science & Technology,deemed_university,government,Papum PARE,Arunachal Pradesh,1-46225154285,north-eastern-regional-institute-of-science-technology
National Institute of Electronics and Information Technology Itanagar,deemed_university,government,Papum PARE,Arunachal Pradesh,1-46285094226,national-institute-of-electronics-and-information-technology-itanagar
Government Polytechnic College,affiliated_college,government,Lower Subansiri,Arunachal Pradesh,1-46285696369,government-polytechnic-college
Saint Claret College ZIRO,affiliated_college,private_unaided,Lower Subansiri,Arunachal Pradesh,1-46282671150,saint-claret-college-ziro
Government Engineering College,affiliated_college,government,Lohit,Arunachal Pradesh,1-47448985208,government-engineering-college
"HRH the Prince of Wales Institute of ENGG. & Tech.,",affiliated_college,government,Jorhat,Assam,1-46219833696,hrh-the-prince-of-wales-institute-of-engg-tech
Bodoland University,affiliated_college,government,Kokrajhar,Assam,1-46217653285,bodoland-university
Triguna SEN School of Technology,central_university,government,Cachar,Assam,1-46219388949,triguna-sen-school-of-technology
Assam Textile Institute,affiliated_college,government,Kamrup Metropolitan,Assam,1-46219716251,assam-textile-institute
KU School of Engineering Technology and Management,affiliated_college,private_unaided,Jorhat,Assam,1-46219431132,ku-school-of-engineering-technology-and-management
Bongaigaon Polytechnic,affiliated_college,government,Bongaigaon,Assam,1-46219779680,bongaigaon-polytechnic
Centre for Computer Science and Applications,state_university,government,Dibrugarh,Assam,1-46218819682,centre-for-computer-science-and-applications
Indian Institute of Handloom Technology Guwahati,affiliated_college,government,Kamrup Metropolitan,Assam,1-46220557004,indian-institute-of-handloom-technology-guwahati
Nowgong Polytechnic,affiliated_college,government,Nagaon,Assam,1-46221878247,nowgong-polytechnic
Central Institute of Petrochemicals Engineering & Technology,affiliated_college,government,Kamrup,Assam,1-46222204246,central-institute-of-petrochemicals-engineering-technology
GCC Centre of Management Studies,affiliated_college,government,Kamrup Metropolitan,Assam,1-46221712756,gcc-centre-of-management-studies
Dr. Bhupen Hazarika Regional Government FILM and Television Institute,affiliated_college,government,Kamrup,Assam,1-46221879131,dr-bhupen-hazarika-regional-government-film-and-television-institute
Jorhat Institute of Science & Technology,affiliated_college,government,Jorhat,Assam,1-46221906925,jorhat-institute-of-science-technology
Bineswar Brahma Engineering |College,affiliated_college,government,Kokrajhar,Assam,1-46222313385,bineswar-brahma-engineering-college
Residential Girls' Polytechnic,affiliated_college,government,Golaghat,Assam,1-46221790724,residential-girls-polytechnic
Jorhat Engineering College,affiliated_college,government,Jorhat,Assam,1-46223098883,jorhat-engineering-college
Assam Engineering Institute,affiliated_college,government,Kamrup,Assam,1-46220715205,assam-engineering-institute
DON Bosco Institute of Management,private_university,private_unaided,Kamrup,Assam,1-46222513109,don-bosco-institute-of-management
North Eastern Regional Institute of Water and LAND Management,affiliated_college,government,Sonitpur,Assam,1-46215732106,north-eastern-regional-institute-of-water-and-land-management
Padmashree Chandraprava Saikiani Girls' Polytechnic,affiliated_college,government,Kamrup,Assam,1-46224117037,padmashree-chandraprava-saikiani-girls-polytechnic
Dibrugarh Polytechnic,affiliated_college,government,Dibrugarh,Assam,1-46216323550,dibrugarh-polytechnic
Kamrup Polytechnic,affiliated_college,government,Kamrup,Assam,1-46215793008,kamrup-polytechnic
Hailakandi Polytechnic,affiliated_college,government,Hailakandi,Assam,1-46215504443,hailakandi-polytechnic
Tezpur University,central_university,government,Sonitpur,Assam,1-46223978509,tezpur-university
Chirang Polytechnic,affiliated_college,government,Chirang,Assam,1-46215533374,chirang-polytechnic
Barak Valley Engineering College,affiliated_college,government,Karimganj,Assam,1-46215903520,barak-valley-engineering-college
Morigaon Polytechnic,affiliated_college,government,Marigaon,Assam,1-46209670934,morigaon-polytechnic
Udalguri Polytechnic,affiliated_college,government,Udalguri,Assam,1-46209671194,udalguri-polytechnic
Nalbari Polytechnic,affiliated_college,government,Nalbari,Assam,1-46209531072,nalbari-polytechnic
Golaghat Engineering College,affiliated_college,government,Golaghat,Assam,1-46209705849,golaghat-engineering-college
Scholar'S Institute of Technology & Management,affiliated_college,private_unaided,Kamrup,Assam,1-46215027777,scholar-s-institute-of-technology-management
Lakhimpur Polytechnic,affiliated_college,government,Lakhimpur,Assam,1-46209573524,lakhimpur-polytechnic
Diphu Polytechnic,affiliated_college,government,Karbi Anglong,Assam,1-46211077589,diphu-polytechnic
Baksa Polytechnic,affiliated_college,government,Baksa,Assam,1-46209407879,baksa-polytechnic
Sonitpur Polytechnic,affiliated_college,government,Sonitpur,Assam,1-46209573869,sonitpur-polytechnic
Centre for Management Studies,state_university,government,Dibrugarh,Assam,1-46210102033,centre-for-management-studies
Dhemaji Polytechnic,affiliated_college,government,Dhemaji,Assam,1-46210406301,dhemaji-polytechnic
Barpeta Polytechnic,affiliated_college,government,Barpeta,Assam,1-46215386190,barpeta-polytechnic
Goalpara Polytechnic,affiliated_college,government,Goalpara,Assam,1-46210407070,goalpara-polytechnic
Dhemaji Engineering College,affiliated_college,government,Dhemaji,Assam,1-46210595345,dhemaji-engineering-college
Karimganj Polytechnic,affiliated_college,government,Karimganj,Assam,1-46210440432,karimganj-polytechnic
Tinsukia Polytechnic,affiliated_college,government,Tinsukia,Assam,1-46210597144,tinsukia-polytechnic
Golaghat Polytechnic,affiliated_college,government,Golaghat,Assam,1-46215421025,golaghat-polytechnic
Central Institute of Technology Kokrajhar,deemed_university,government,Kokrajhar,Assam,1-46215272237,central-institute-of-technology-kokrajhar
Sibsagar Polytechnic,affiliated_college,government,Sibsagar,Assam,1-46209144684,sibsagar-polytechnic
School of Engineering,affiliated_college,government,Kamrup Metropolitan,Assam,1-46210982297,school-of-engineering
K C DAS Commerce College,affiliated_college,government_aided,Kamrup Metropolitan,Assam,1-46271179053,k-c-das-commerce-college
NEF College of Management and Technology,affiliated_college,private_unaided,Kamrup Metropolitan,Assam,1-46272008186,nef-college-of-management-and-technology
CKB Commerce College,affiliated_college,government,Jorhat,Assam,1-46272283551,ckb-commerce-college
THE Assam Royal Global University,private_university,private_unaided,Kamrup Metropolitan,Assam,1-46260327031,the-assam-royal-global-university
North Eastern Regional Institute of Management(Nerim),affiliated_college,private_unaided,Kamrup Metropolitan,Assam,1-46228692514,north-eastern-regional-institute-of-management-nerim
Nerim (North Eastern Regional Institute of Management) Guwahati,affiliated_college,private_unaided,Kamrup Metropolitan,Assam,1-46268632572,nerim-north-eastern-regional-institute-of-management-guwahati
Department of Petroleum Technology,state_university,government,Dibrugarh,Assam,1-46225322220,department-of-petroleum-technology
Silchar Polytechnic,affiliated_college,government,Cachar,Assam,1-46224873666,silchar-polytechnic
Gauhati University Institute of Science and Technology,affiliated_college,government_aided,Kamrup,Assam,1-46224701405,gauhati-university-institute-of-science-and-technology
Dibrugarh University Institute of Engineering and Technology,state_university,government,Dibrugarh,Assam,1-46225068636,dibrugarh-university-institute-of-engineering-and-technology
Assam Engineering College,affiliated_college,government,Kamrup Metropolitan,Assam,1-46224925756,assam-engineering-college
Assam Skill University,state_university,government,Darrang,Assam,1-46284944964,assam-skill-university
Netes Institute of Technology and Science,affiliated_college,private_unaided,Kamrup,Assam,1-46285255538,netes-institute-of-technology-and-science
HAM AK College of Management and Technology,affiliated_college,private_unaided,Nagaon,Assam,1-46285255601,ham-ak-college-of-management-and-technology
Department of Business Administration,central_university,government,Cachar,Assam,1-46284988105,department-of-business-administration
Birangana SATI Sadhani Rajyik Vishwavidyalaya,state_university,government,Golaghat,Assam,1-46285041015,birangana-sati-sadhani-rajyik-vishwavidyalaya
Jagannath Barooah University,affiliated_college,government,Jorhat,Assam,1-46283158916,jagannath-barooah-university
Assam Institute of Management,affiliated_college,government,Kamrup Metropolitan,Assam,1-46286857607,assam-institute-of-management
Sibsagar Commerce College,affiliated_college,government,Sibsagar,Assam,1-46283081788,sibsagar-commerce-college
"Girijananda Chowdhury University, Assam",private_university,private_unaided,Kamrup Metropolitan,Assam,1-46287051732,girijananda-chowdhury-university-assam
Bodoland University,affiliated_college,government,Kokrajhar,Assam,1-46283888971,bodoland-university-1-46283888971
Assam DON Bosco University School of Technology,private_university,private_unaided,Kamrup,Assam,1-46286919942,assam-don-bosco-university-school-of-technology
Basugaon College,affiliated_college,government,Chirang,Assam,1-46280995405,basugaon-college
Pragjyotishpur University,affiliated_college,private_unaided,Kamrup Metropolitan,Assam,1-46282052387,pragjyotishpur-university
Nielit Guwahati,affiliated_college,government,Kamrup Metropolitan,Assam,1-46282787683,nielit-guwahati
Nielit Jorhat EC,affiliated_college,government,Jorhat,Assam,1-46282787776,nielit-jorhat-ec
Dibru College,affiliated_college,government,Dibrugarh,Assam,1-46281993377,dibru-college
Nielit Tezpur,affiliated_college,government,Sonitpur,Assam,1-46282787795,nielit-tezpur
Nielit Dibrugarh Extension Centre,affiliated_college,government,Dibrugarh,Assam,1-46282787832,nielit-dibrugarh-extension-centre
Nielit Kokrajhar EC,affiliated_college,government,Kokrajhar,Assam,1-46282787871,nielit-kokrajhar-ec
Darrang College,affiliated_college,government,Sonitpur,Assam,1-46281375367,darrang-college
DHSK College,affiliated_college,government,Dibrugarh,Assam,1-46272422164,dhsk-college
PUB Kamrup College,affiliated_college,government,Kamrup,Assam,1-46273335300,pub-kamrup-college
Asian Institute of Management and Technology,affiliated_college,private_unaided,Kamrup,Assam,1-46272803011,asian-institute-of-management-and-technology
Mangaldai College,affiliated_college,government,Darrang,Assam,1-46272952908,mangaldai-college
Anandaram Dhekial Phookan College,affiliated_college,government,Nagaon,Assam,1-46273336383,anandaram-dhekial-phookan-college
HAM AK College of Architecture Planning and Design,affiliated_college,private_unaided,Nagaon,Assam,1-46817613113,ham-ak-college-of-architecture-planning-and-design
PUNE Institute of Business Management Guwahati,affiliated_college,private_unaided,Kamrup Metropolitan,Assam,1-47425183743,pune-institute-of-business-management-guwahati
TOOL ROOM and Training Center Guwahati,affiliated_college,government,Kamrup,Assam,1-47363909923,tool-room-and-training-center-guwahati
Karimganj College,affiliated_college,government,Karimganj,Assam,1-47439605883,karimganj-college
Gauhati University,state_university,government,Kamrup Metropolitan,Assam,1-47367655883,gauhati-university
Gauhati Commerce College,affiliated_college,government_aided,Kamrup Metropolitan,Assam,1-46282893563,gauhati-commerce-college
Abhayapuri College,affiliated_college,government,Bongaigaon,Assam,1-46656083072,abhayapuri-college
Golaghat Commerce College,affiliated_college,government_aided,Golaghat,Assam,1-46656081333,golaghat-commerce-college
S N S R K S College Saharsa,affiliated_college,government,Saharsa,Bihar,1-46656175309,s-n-s-r-k-s-college-saharsa
J D S Degree College Diliyan,affiliated_college,government_aided,Bhojpur,Bihar,1-46656175290,j-d-s-degree-college-diliyan
Subhash Institute of Technology Jamui,affiliated_college,private_unaided,Jamui,Bihar,1-46208966082,subhash-institute-of-technology-jamui
MSJ College of Professional Education,affiliated_college,private_unaided,Patna,Bihar,1-46200075941,msj-college-of-professional-education
Government Polytechnic,affiliated_college,government,Darbhanga,Bihar,1-46219969701,government-polytechnic-1-46219969701
Govt. Polytechnic,affiliated_college,government,Muzaffarpur,Bihar,1-46217950404,govt-polytechnic-1-46217950404
Patna Sahib Technical Campus,affiliated_college,private_unaided,Vaishali,Bihar,1-46218134454,patna-sahib-technical-campus
"Govt. Polytechnic, Vaishali",affiliated_college,government,Vaishali,Bihar,1-46219356896,govt-polytechnic-vaishali
